Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
1503;A BONFIRE AND AMERICA FLAG?????? BANGSAT. MY HEAD IS GONNA EXPLODE. I WISH MY SUSPICIONS WAS WRONG I WISH ILL BE SO WRONG ON THIS I WISH I WAS WRONG. DAMMIT.  USER PLS JUST DONT READ MY MIND AND DID IT. PLS JUST DONT. FUCK.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;a bonfire and america flag bangsat my head is going to explode i wish my suspicions was salah i wish ill be so salah on this i wish i was salah damn it user tolong just do not read my mind and did it tolong just do not fuck ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;A BONFIRE AND AMERICA FLAG?????? BANGSAT. MY HEAD IS GONNA EXPLODE. I WISH MY SUSPICIONS WAS WRONG I WISH ILL BE SO WRONG ON THIS I WISH I WAS WRONG. DAMMIT.  USER PLS JUST DONT READ MY MIND AND DID IT. PLS JUST DONT. FUCK.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;api unggun dan bendera amerika bangsat kepalaku akan meledak aku berharap kecurigaanku salah aku berharap aku sakit jadi ini aku berharap aku salah shn itu tolong pengguna tidak membaca pikiranku dan apakah itu tolong jangan bercinta;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1515;Mr. President  USER spoke Like a true liar;1;0;1;0;0;0;0;0;1;1;0;0;mr presiden user spoke like a true liar;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Mr. President  USER spoke Like a true liar;1;0;1;0;0;0;0;0;1;1;0;0;mr presiden pengguna berbicara seperti pembohong sejati;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1523;So are y'all gonna do anything about the Indonesia vs Malaysia sb war? Why is Misthios being biased and only banning certain people that sb (only those that say Ã¢ÂÂkontolÃ¢ÂÂ or speak English) and not those whose sbs are full of other Malay insults/vulgarities?;0;1;0;0;0;0;0;0;0;0;0;0;so are iya all going to do anything about the indonesia lawan malaysia sb war kenapa is misthios being bias and only banning ceritakan people that sb only those that say kontol orang speak english and not those whose sbs are full of other malaysia insults vulgarities ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;So are y'all gonna do anything about the Indonesia vs Malaysia sb war? Why is Misthios being biased and only banning certain people that sb (only those that say Ã¢ÂÂkontolÃ¢ÂÂ or speak English) and not those whose sbs are full of other Malay insults/vulgarities?;0;1;0;0;0;0;0;0;0;0;0;0;begitu juga aku semua akan melakukan apa apa tentang indonesia lawan malaysia sb war mengapa misthios menjadi bias dan hanya melarang ceritakan orang  sb hanya mereka  mengatakan kontol orang berbicara bahasa inggris dan bukan mereka  sb penuh dengan penghinaan vulgar malaysia malaysia lainnya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1534;Dont use this as politics bullshit my bro...dont go that low..just wish them all the best is the only thing u could do..not everything is about politics;0;1;0;0;0;0;0;0;0;0;0;0;do not use this as politics bullshit my bro do not go that low just wish them all the best is the only thing kamu could do not everything is about politics;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Dont use this as politics bullshit my bro...dont go that low..just wish them all the best is the only thing u could do..not everything is about politics;0;1;0;0;0;0;0;0;0;0;0;0;jangan gunakan ini sebagai omong kosong politik saudaraku jangan pergi  rendah hanya berharap mereka semua  terbaik adalah satu satunya hal  bisa kamu lakukan tidak semuanya adalah tentang politik;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1536;FUCK IM LITERALLY SCREAMING BANGSAT,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck i am literally screaming bangsat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;FUCK IM LITERALLY SCREAMING BANGSAT,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bercinta saya benar benar berteriak bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1540;fUCK IM GONNA WATCH IT IDC ABOUT MY KUOTA BANGSAT,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck i am going to watch it i do not care about my kuota bangsat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;fUCK IM GONNA WATCH IT IDC ABOUT MY KUOTA BANGSAT,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bercinta saya akan menontonnya saya tidak peduli tentang kuota bangsat saya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1542;So i just found out that Arsenal Fc supports Israel. Huge dissapointment Ã³Â¾ÂÂ¯. Setan betul laaaa.;1;1;0;1;0;0;0;0;1;0;1;0;so i just found out that arsenal fuck supports israel huge dissapointment setan benar laaaa ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;So i just found out that Arsenal Fc supports Israel. Huge dissapointment Ã³Â¾ÂÂ¯. Setan betul laaaa.;1;1;0;1;0;0;0;0;1;0;1;0;jadi saya baru tahu bahwa persenjataan arsenal mendukung israel  sangat mengecewakan setan benar laaaa;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1543;israel does not exist on the world map...#prayforisrael ???? i never pray for setan country!!#PrayForGaza Ã¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸Â pic.twitter.com/lLNiAyz0R9;1;1;0;1;0;0;0;0;1;0;1;0;israel does not eksis on the world map pray for israel i never pray for setan country pray for gaza ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;israel does not exist on the world map...#prayforisrael ???? i never pray for setan country!!#PrayForGaza Ã¢ÂÂÃ¯Â¸ÂÃ¢ÂÂÃ¯Â¸Â pic.twitter.com/lLNiAyz0R9;1;1;0;1;0;0;0;0;1;0;1;0;israel tidak eksis di peta dunia berdoa untuk israel saya tidak pernah berdoa untuk setan negara berdoa untuk gaza;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1545;I wanna bite one of them legs lmaooo;0;0;0;0;0;0;0;0;0;0;0;0;i ingin bite one of them legs laughing my ass off;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I wanna bite one of them legs lmaooo;0;0;0;0;0;0;0;0;0;0;0;0;saya ingin menggigit salah satu dari mereka kaki saya tertawa lepas;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1547;We are United Country come from all nation #PeaceAndLove #peace #indonesiaelection #cyber #sosfake;0;0;0;0;0;0;0;0;0;0;0;0;we are united country come from all nation peace and love peace indonesia election cyber sosfake;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;We are United Country come from all nation #PeaceAndLove #peace #indonesiaelection #cyber #sosfake;0;0;0;0;0;0;0;0;0;0;0;0;kami adalah negara bersatu  datang dari semua bangsa perdamaian dan cinta perdamaian indonesia sosfake pemilu indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1562;Surprised Greenwood n Hamilton from powerhouse Verbum Dei not there. Also Brad Holland;0;0;0;0;0;0;0;0;0;0;0;0;surprised greenwood dan hamilton from powerhouse verbum  not there also brad holland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Surprised Greenwood n Hamilton from powerhouse Verbum Dei not there. Also Brad Holland;0;0;0;0;0;0;0;0;0;0;0;0;terkejut greenwood dan hamilton dari pembangkit tenaga listrik verbum  tidak ada juga brad holland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1564;Single not must be taken lah. .#berengsek;0;1;0;0;0;0;0;0;0;0;0;0;single not must be taken  berengsek;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Single not must be taken lah. .#berengsek;0;1;0;0;0;0;0;0;0;0;0;0;lajang tidak harus diambil  berengsek;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1565;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1575;I just watch one of my fancam when dreamies came to Indonesia, and i don't understand my self, WHY I DIDNT SCREAM OR ANYTHING? AM I NORMAL? zzz the quality in here so suck, why twitter WHY? #NCTDREAM #BOOM  pic.twitter.com/37hG8W7AMw;0;1;0;0;0;0;0;0;0;0;0;0;i just watch one of my fancam when dreamies came to indonesia and i do not understand my self kenapa i did not scream orang anything am i normal  the quality in here so suck kenapa twitter kenapa nct dream boom ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I just watch one of my fancam when dreamies came to Indonesia, and i don't understand my self, WHY I DIDNT SCREAM OR ANYTHING? AM I NORMAL? zzz the quality in here so suck, why twitter WHY? #NCTDREAM #BOOM  pic.twitter.com/37hG8W7AMw;0;1;0;0;0;0;0;0;0;0;0;0;saya hanya menonton salah satu fancam saya ketika mimpi datang ke indonesia dan saya tidak mengerti diri saya kenapa saya tidak berteriak apa apa orang  saya normal  kualitas di sini jadi payah kenapa twitter kenapa nct dream boom;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1580;"of course there were fans from other countries including malaysia too spitting out those harsh words but im specifically talking about when Today went against 10s Gaming. so disappointed to see that yall let out words such as ""kontol"" ""malingsial"" ""todak bangsat"" etc :(";0;1;0;0;0;0;0;0;0;0;0;0;of course there were fan from other countries including malaysia too spitting out those harsh kata but i am specifically membicarakan about when today went against s gaming so disappointed to see that yel let out kata such as kontol malaysia tidak bangsat etc ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"of course there were fans from other countries including malaysia too spitting out those harsh words but im specifically talking about when Today went against 10s Gaming. so disappointed to see that yall let out words such as ""kontol"" ""malingsial"" ""todak bangsat"" etc :(";0;1;0;0;0;0;0;0;0;0;0;0;tentu saja ada penggemar dari negara lain termasuk malaysia juga meludahkan kata kata kasar tetapi saya secara khusus berbicara tentang ketika hari ini melawan game s jadi kecewa melihat bahwa yel mengeluarkan kata seperti kontol malaysia tidak bangsat dll;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1603;It's all about money and power, never about faith, believe or religion #hypocrites #munafik;0;0;0;0;0;0;0;0;0;0;0;0;it all about uang and power never about faith believe orang religion hypocrites munafik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;It's all about money and power, never about faith, believe or religion #hypocrites #munafik;0;0;0;0;0;0;0;0;0;0;0;0;itu semua tentang uang dan kekuasaan tidak pernah tentang iman percaya orang munafik agama munafik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1613;Sumpah ya i learned so much from kpop artists about hardwork, respect, and professionalism. And calling someone you don't know with Ã¢ÂÂanjing' and Ã¢ÂÂbangke' in a public podcast, even though you intended it as a joke, is not professional at all.;0;1;0;0;0;0;0;0;0;0;0;0;sumpah  i learned so much from korea pop artists about hardwork respect and professionalism and calling someone you do not know dengan anjing and bangkai in a publik podcast even though you intended it as a joke is not profesional at all ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Sumpah ya i learned so much from kpop artists about hardwork, respect, and professionalism. And calling someone you don't know with Ã¢ÂÂanjing' and Ã¢ÂÂbangke' in a public podcast, even though you intended it as a joke, is not professional at all.;0;1;0;0;0;0;0;0;0;0;0;0;sumpah  saya belajar banyak dari artis pop korea tentang kerja keras dan profesionalisme dan memanggil seseorang  tidak anda kenal dengan anjing dan bangkai di podcast publik meskipun anda bermaksud sebagai lelucon tidak profesional sama sekali;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1616;Have you seen his kontal kontol tweets if you cant stand his blunder WAIT UNTIL YOU SEE THEM;0;1;0;0;0;0;0;0;0;0;0;0;have you seen his kontol kontol twit if you cant stand his blunder tunggu until you see them;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Have you seen his kontal kontol tweets if you cant stand his blunder WAIT UNTIL YOU SEE THEM;0;1;0;0;0;0;0;0;0;0;0;0;memiliki anda melihat dia titit titit twit jika anda tidak tahan dia kesalahan menunggu sampai anda melihat mereka;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1631;It gonna be so INTERESTING,if THA men football team beat MAS to clinch da gold on national day of Malaysia. #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;it going to be so interesting if thailand men football tim beat mas to clinch dan gold on nasional day of malaysia shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;It gonna be so INTERESTING,if THA men football team beat MAS to clinch da gold on national day of Malaysia. #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;itu akan sangat menarik jika tim sepak bola pria thailand mengalahkan mas untuk meraih dan emas pada hari nasional malaysia memalukan pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1633;I'm from Malaysia and my favorite movie is Polis Evo and Munafik 2.;0;0;0;0;0;0;0;0;0;0;0;0;i sama from malaysia and my favourite film is polis evo and munafik ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I'm from Malaysia and my favorite movie is Polis Evo and Munafik 2.;0;0;0;0;0;0;0;0;0;0;0;0;i sama dari malaysia dan film favorit saya adalah polis evo dan munafik ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1640;FUCK EVERYTHING BANGSAT IM SO FUCKING DONE;0;1;0;0;0;0;0;0;0;0;0;0;fuck everything bangsat i am so fuck done;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;FUCK EVERYTHING BANGSAT IM SO FUCKING DONE;0;1;0;0;0;0;0;0;0;0;0;0;bercinta semua bangsat saya jadi bercinta dilakukan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1641;Once a friendly kid, now a munafik kid;0;0;0;0;0;0;0;0;0;0;0;0;once a friendly kid now a munafik kid;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Once a friendly kid, now a munafik kid;0;0;0;0;0;0;0;0;0;0;0;0;dulunya anak  ramah sekarang menjadi anak munafik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1651;Indonesia thinks democracy is nice.;0;0;0;0;0;0;0;0;0;0;0;0;indonesia thinks democracy is nice ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Indonesia thinks democracy is nice.;0;0;0;0;0;0;0;0;0;0;0;0;indonesia menganggap demokrasi itu baik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1654;"BAD SEA GAMES EVER !!!
#ShameOnYouMalaysia
BAD SEA GAMES EVER !!!
#ShameOnYouMalaysia
BAD SEA GAMES EVER !!!

 https://asiancorrespondent.com/2017/09/flags-food-poisoning-ranking-six-biggest-pr-blunders-sea-games/amp/ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;bad sea games ever shame on you malaysia bad sea games ever shame on you malaysia bad sea games ever ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"BAD SEA GAMES EVER !!!
#ShameOnYouMalaysia
BAD SEA GAMES EVER !!!
#ShameOnYouMalaysia
BAD SEA GAMES EVER !!!

 https://asiancorrespondent.com/2017/09/flags-food-poisoning-ranking-six-biggest-pr-blunders-sea-games/amp/ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;game laut buruk pernah memalukan anda malaysia game laut buruk pernah memalukan anda malaysia game laut buruk pernah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1663;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Kalo nete 5 menit sekali anak lulove pingsan';0;1;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user kalau nete menit sekali anak lulove pingsan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Kalo nete 5 menit sekali anak lulove pingsan';0;1;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna jika nete menit sekali anak lulove pingsan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1693;HAHA. Nuisance, she said. Ã¢ÂÂKampungan', she said. What a cousin.;0;1;0;0;0;0;0;0;0;0;0;0; nuisance she said kampungan she said apa a cousin ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;HAHA. Nuisance, she said. Ã¢ÂÂKampungan', she said. What a cousin.;0;1;0;0;0;0;0;0;0;0;0;0; gangguan dia bilang kampungan dia bilang apa sepupu;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1704;Hahaha fuck bangsat kapitalis. There is only few place where excwssively rich people belong, the guillotine, the gallows and the lock up of the internal revenvue department,,,,;0;1;0;0;0;0;0;0;0;0;0;0; fuck bangsat kapitalis there is only few place where exclusively rich people belong the guillotine the gallows and the kunci up of the internal revenvue department ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Hahaha fuck bangsat kapitalis. There is only few place where excwssively rich people belong, the guillotine, the gallows and the lock up of the internal revenvue department,,,,;0;1;0;0;0;0;0;0;0;0;0;0; bercinta bangsat kapitalis hanya ada sedikit tempat di mana orang orang  secara eksklusif kaya termasuk guillotine tiang gantungan dan kunci dari departemen revenvue internal;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1711;Dear Malaysia, stop claiming Indonesia's cultures! It just make your country seems like an idiot! #MalaysiaMiskinBudaya;1;1;0;1;0;0;0;0;1;0;1;0;dear malaysia stop claiming indonesia cultures it just make your country seems like an idiot malaysia miskin budaya;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;Dear Malaysia, stop claiming Indonesia's cultures! It just make your country seems like an idiot! #MalaysiaMiskinBudaya;1;1;0;1;0;0;0;0;1;0;1;0;malaysia sayang berhenti mengklaim budaya indonesia itu hanya membuat negara anda tampak seperti orang bodoh malaysia miskin budaya;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1716;"I did that on purpose, since usually they will not welcome us nicely especially girl that look ""more"" than them. They call me ""wong jowo"" to emphasize the fact that I was kampungan. And they were honest they thought that I was ndeso.";0;1;0;0;0;0;0;0;0;0;0;0;i did that on purpose sejak usually they will not welcome us nicely especially girl that look more tahan them they call me orang jawa to emphasize the fact that i was kampungan and they were honest they thought that i was kampungan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"I did that on purpose, since usually they will not welcome us nicely especially girl that look ""more"" than them. They call me ""wong jowo"" to emphasize the fact that I was kampungan. And they were honest they thought that I was ndeso.";0;1;0;0;0;0;0;0;0;0;0;0;saya melakukan itu dengan sengaja karena biasanya mereka tidak akan menyambut kami dengan baik terutama gadis  terlihat lebih tahan mereka memanggil saya orang jawa untuk menekankan fakta bahwa saya adalah kampungan dan mereka jujur mereka berpikir bahwa saya adalah kampungan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1721;From my understanding reading the mufti's guidance on dog (specifically from Imam Syafi'e), dog is considered heavy Ã¢ÂÂnajisÃ¢ÂÂ but not considered haram as compared to pig. If dog is haram, the scholars may not allow us to even have dogs for hunting companion or guarding our farm.;0;0;0;0;0;0;0;0;0;0;0;0;from my understanding reading the mufti guidance on dog specifically from imam syafii e dog is considered heavy najis but not considered haram as compared to pig if dog is haram the scholars mau not allow us to even have dogs for hunting companion orang guarding our farm ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;From my understanding reading the mufti's guidance on dog (specifically from Imam Syafi'e), dog is considered heavy Ã¢ÂÂnajisÃ¢ÂÂ but not considered haram as compared to pig. If dog is haram, the scholars may not allow us to even have dogs for hunting companion or guarding our farm.;0;0;0;0;0;0;0;0;0;0;0;0;dari pemahaman saya membaca pedoman mufti pada anjing khususnya dari imam syafii e anjing dianggap najis berat tetapi tidak dianggap haram dibandingkan dengan babi jika anjing haram para ulama tidak akan mengizinkan kita untuk bahkan memiliki anjing untuk berburu teman orang menjaga kebun kami;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1724;"me luring you guys to say kontol
 https://twitter.com/lgabyt/status/1222138761787539457/video/1ÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;me luring you guys to say kontol ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"me luring you guys to say kontol
 https://twitter.com/lgabyt/status/1222138761787539457/video/1ÃÂ Ã¢ÂÂ¦";0;1;0;0;0;0;0;0;0;0;0;0;saya memikat kalian untuk mengatakan kontol;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1739;Journalist from  USER and women's advocate from  USER also criticise the local Prostitution Law as a policy that criminalises and marginalises sex workers-often vulnerable women-disproportionately due to its shortsighted approach.  USER  pic.twitter.com/usCjZIPdYV;0;0;0;0;0;0;0;0;0;0;0;0;journalist from user and women advocate from user also criticize the lokal prostitution law as a policy that criminalize and marginalises sex workers often vulnerable women disproportionately due to it is shortsighted approach user ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Journalist from  USER and women's advocate from  USER also criticise the local Prostitution Law as a policy that criminalises and marginalises sex workers-often vulnerable women-disproportionately due to its shortsighted approach.  USER  pic.twitter.com/usCjZIPdYV;0;0;0;0;0;0;0;0;0;0;0;0;jurnalis dari pengguna dan advokat wanita dari pengguna juga mengkritik undang undang prostitusi lokal sebagai kebijakan  mengkriminalisasi dan memarginalisasi pekerja seks  sering kali membuat wanita rentan secara tidak proporsional karena pendekatannya picik ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1746;The people has dicide no more chance for a liar #2019GantiPresiden;1;0;1;0;0;0;0;0;1;1;0;0;the people has dicide no more chance for a liar ganti presiden;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;The people has dicide no more chance for a liar #2019GantiPresiden;1;0;1;0;0;0;0;0;1;1;0;0;rakyat tidak lagi memiliki peluang untuk pembohong ganti presiden ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1786;We are such a munafik diplomatic nation that we stand with kashmir opposing inda but we still promte their songs movies and alot of the products... Please stop being a munafik choose one the thing and stand on it;0;0;0;0;0;0;0;0;0;0;0;0;we are such a munafik diplomatic nation that we stand dengan kashmir opposing inda but we still promte their songs movies and alot of the products please stop being a munafik choose one the thing and stand on it;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;We are such a munafik diplomatic nation that we stand with kashmir opposing inda but we still promte their songs movies and alot of the products... Please stop being a munafik choose one the thing and stand on it;0;0;0;0;0;0;0;0;0;0;0;0;kami adalah negara diplomatik munafik sehingga kami berdiri dengan kashmir menentang inda tetapi kami masih mempromosikan lagu lagu film mereka dan banyak produk tolong berhenti menjadi munafik memilih satu hal dan berdiri di atasnya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
